x,y
-0.26148176193237305,0.4864599108695984
-0.09624305367469788,-0.36049360036849976
0.3835130035877228,0.3419545292854309
-0.08099690079689026,-0.12167815119028091
-0.16411460936069489,-0.20737126469612122
0.09754841774702072,0.2508765459060669
0.1031976118683815,-0.006914455443620682
0.3605458736419678,0.360269159078598
0.3922036290168762,0.3381236791610718
0.2634280025959015,0.037684015929698944
-0.22417697310447693,0.038603488355875015
-0.29079797863960266,-0.31296974420547485
0.4098461866378784,-0.4152049720287323
-0.37188756465911865,-0.030032262206077576
-0.11141586303710938,0.009704265743494034
0.45894914865493774,-0.4604613482952118
-0.24780985713005066,-0.04773324728012085
-0.04860418289899826,0.3136744499206543
-0.04874080419540405,0.19414034485816956
0.13731732964515686,-0.25321871042251587
0.22440855205059052,-0.0859888419508934
0.21948394179344177,0.16929635405540466
0.45548126101493835,0.16614378988742828
-0.2283734828233719,0.41087061166763306
-0.2129252552986145,0.19958926737308502
0.42905622720718384,-0.47397029399871826
0.15791289508342743,-0.24530057609081268
0.328799843788147,0.12504106760025024
0.20253418385982513,0.08280760794878006
-0.2651219666004181,-0.21100452542304993
0.1737007200717926,0.10760724544525146
-0.383169561624527,0.16632892191410065
0.11649869382381439,-0.3126004934310913
0.24375241994857788,-0.04710379242897034
-0.017852555960416794,0.08656223863363266
0.007406727876514196,0.3614838421344757
0.006780472584068775,-0.2067497968673706
0.3195580840110779,0.4588760435581207
0.2449367195367813,0.22135436534881592
0.031239386647939682,-0.19738797843456268
-0.12247980386018753,0.22968971729278564
-0.2559031546115875,0.06926006823778152
0.3974896967411041,0.005092028994113207
0.2120189368724823,0.4369361698627472
0.3895912766456604,0.05634071305394173
0.1762675642967224,0.3607271909713745
0.4120241701602936,-0.3719232380390167
-0.0279911570250988,-0.45673492550849915
-0.35783135890960693,0.4721165597438812
0.08600988984107971,0.43843621015548706
0.28438207507133484,0.08088202774524689
0.024564098566770554,-0.056192997843027115
0.12266682833433151,0.4006757140159607
0.3517824113368988,-0.07386912405490875
0.16337481141090393,-0.257030189037323
0.13091853260993958,0.059650372713804245
-0.3254506289958954,0.2251800298690796
-0.26244041323661804,0.34531763195991516
-0.4653010964393616,0.08582419902086258
-0.1777256727218628,0.00925355777144432
-0.27553966641426086,0.29937949776649475
-0.31417253613471985,0.29994678497314453
-0.3544829785823822,0.4350728392601013
-0.21503287553787231,0.12634773552417755
-0.25232383608818054,0.0985202044248581
0.15574653446674347,-0.4120234251022339
-0.45937007665634155,0.36497050523757935
-0.025730416178703308,-0.01999199390411377
0.18478921055793762,0.2557016611099243
0.20845021307468414,-0.21797004342079163
-0.09254301339387894,-0.1342063546180725
-0.12620088458061218,-0.14909030497074127
-0.18753963708877563,-0.0037648752331733704
0.30801448225975037,0.37799525260925293
0.3415259122848511,-0.21724562346935272
-0.13117095828056335,0.35189899802207947
0.4050554633140564,-0.39397677779197693
0.2884180545806885,0.002866126596927643
0.3408280313014984,0.07721160352230072
-0.06397757679224014,-0.05239666625857353
-0.2788914442062378,0.10113176703453064
0.28618472814559937,0.20503678917884827
0.22754617035388947,-0.05381432920694351
-0.2676401138305664,-0.31828761100769043
0.24593356251716614,-0.18759280443191528
-0.47145771980285645,0.26184946298599243
-0.23469561338424683,0.15266332030296326
0.1823664754629135,0.029218439012765884
-0.0804307609796524,-0.16193737089633942
0.22297309339046478,-0.21103276312351227
0.06509076058864594,0.286505788564682
-0.3529660701751709,0.06922686100006104
-0.24345646798610687,-0.006173309870064259
-0.2823564112186432,0.222591832280159
0.08499915897846222,0.27411818504333496
0.3310557007789612,-0.34973451495170593
0.2478194385766983,0.21386508643627167
-0.2729884386062622,0.2541370391845703
-0.21787722408771515,-0.11942262947559357
-0.32156938314437866,0.22282381355762482
0.14414936304092407,-0.26241475343704224
-0.2886999547481537,-0.11664518713951111
-0.16294288635253906,-0.3489075303077698
-0.04686322808265686,-0.3999119699001312
0.2587968707084656,0.30905014276504517
0.06907589733600616,-0.19819682836532593
-0.13329531252384186,-0.12676429748535156
0.08651196211576462,-0.07933524996042252
-0.07781509310007095,0.3189300000667572
-0.24013057351112366,0.3329216539859772
0.21833135187625885,-0.3125993311405182
0.11819829791784286,-0.27107861638069153
-0.12579576671123505,-0.3349986970424652
-0.06472083926200867,-0.00994735024869442
0.00974457710981369,-0.47981584072113037
0.009988628327846527,-0.32892951369285583
-0.44318825006484985,-0.09963725507259369
0.27428320050239563,0.24593625962734222
0.23119810223579407,-0.41758716106414795
-0.21693135797977448,-0.3657543361186981
0.30553826689720154,0.017648708075284958
0.05610901117324829,0.05264952778816223
0.20230096578598022,0.1220184788107872
0.15090259909629822,-0.01859872415661812
0.13972684741020203,-0.21885329484939575
-0.07566044479608536,0.23291119933128357
-0.09759700298309326,-0.38740959763526917
-0.4213050901889801,-0.14373500645160675
-0.04762148857116699,0.2758299708366394
-0.3441073000431061,-0.2247430980205536
0.1824059784412384,-0.1402934342622757
0.3410678207874298,-0.1575232744216919
0.00885736383497715,-0.4285479485988617
0.3061637282371521,-0.007266463711857796
-0.005215976387262344,0.27896398305892944
0.40213626623153687,-0.3084833025932312
0.35255879163742065,-0.3706433176994324
-0.0763801857829094,0.22403007745742798
-0.11330157518386841,-0.2963034212589264
-0.022094860672950745,-0.14849282801151276
-0.21112890541553497,0.1104741096496582
-0.07232427597045898,0.1559317708015442
0.3941635191440582,0.4405151903629303
-0.36479896306991577,0.022121332585811615
-0.00764118880033493,0.2649877071380615
-0.15152078866958618,-0.004838312044739723
0.0024418234825134277,0.21545711159706116
0.07364923506975174,0.02872740477323532
-0.3368269205093384,-0.3956640064716339
-0.0987568125128746,-0.36330994963645935
-0.018804211169481277,-0.016775961965322495
0.2647993564605713,0.24282903969287872
0.2855481803417206,-0.3684026002883911
0.04541388899087906,0.31855684518814087
0.2907005846500397,0.14536508917808533
-0.45293277502059937,-0.313876748085022
0.4315102994441986,-0.46476325392723083
-0.1369667649269104,0.3489135503768921
-0.24579685926437378,-0.07941174507141113
0.21460634469985962,0.12026572972536087
0.04335399344563484,-0.32544246315956116
-0.06434252113103867,-0.22171974182128906
0.18660447001457214,0.16627441346645355
0.4319321811199188,-0.4034889340400696
0.41190075874328613,-0.20760738849639893
-0.4047918915748596,0.36578500270843506
-0.26411592960357666,0.14003996551036835
-0.12842366099357605,0.46178603172302246
0.1300259381532669,0.35927191376686096
0.13302047550678253,0.48699644207954407
0.3700121343135834,-0.10209005326032639
-0.07100651413202286,-0.04668719694018364
-0.20582979917526245,0.20929460227489471
0.3419804275035858,0.3743840754032135
-0.03030964732170105,-0.2523545026779175
-0.3415132761001587,0.20009726285934448
0.17679649591445923,-0.022501207888126373
0.38656187057495117,0.2921673655509949
-0.1164063885807991,0.4290153384208679
0.13174539804458618,0.4088457226753235
-0.31075307726860046,0.1461719274520874
0.030024318024516106,-0.1292710304260254
-0.04694091156125069,0.46327444911003113
-0.07693497091531754,-0.3459148406982422
0.4509982764720917,-0.11863050609827042
-0.22904333472251892,-0.27514222264289856
-0.09966932237148285,-0.34041211009025574
-0.059331316500902176,0.3441338539123535
